,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
731,"frozenset({'notRepairedDamage_nein', 'abtest_control'})","frozenset({'offerType_Angebot', 'nrOfPictures_0', 'seller_privat'})",0.3438,1.0,0.3438,1.0,1.0,0.0,inf
732,"frozenset({'abtest_control', 'nrOfPictures_0'})","frozenset({'notRepairedDamage_nein', 'offerType_Angebot', 'seller_privat'})",0.4856,0.707,0.3438,0.7079901153212521,1.0014004459989423,0.00048080000000000345,1.0033906911142458
733,"frozenset({'abtest_control', 'seller_privat'})","frozenset({'notRepairedDamage_nein', 'nrOfPictures_0', 'offerType_Angebot'})",0.4856,0.707,0.3438,0.7079901153212521,1.0014004459989423,0.00048080000000000345,1.0033906911142458
734,"frozenset({'offerType_Angebot', 'abtest_control'})","frozenset({'notRepairedDamage_nein', 'nrOfPictures_0', 'seller_privat'})",0.4856,0.707,0.3438,0.7079901153212521,1.0014004459989423,0.00048080000000000345,1.0033906911142458
735,frozenset({'abtest_control'}),"frozenset({'notRepairedDamage_nein', 'nrOfPictures_0', 'offerType_Angebot', 'seller_privat'})",0.4856,0.707,0.3438,0.7079901153212521,1.0014004459989423,0.00048080000000000345,1.0033906911142458
736,"frozenset({'seller_privat', 'nrOfPictures_0', 'abtest_test', 'gearbox_manuell'})",frozenset({'offerType_Angebot'}),0.3796,1.0,0.3796,1.0,1.0,0.0,inf
737,"frozenset({'offerType_Angebot', 'nrOfPictures_0', 'abtest_test', 'gearbox_manuell'})",frozenset({'seller_privat'}),0.3796,1.0,0.3796,1.0,1.0,0.0,inf
738,"frozenset({'offerType_Angebot', 'nrOfPictures_0', 'abtest_test', 'seller_privat'})",frozenset({'gearbox_manuell'}),0.5144,0.7394,0.3796,0.7379471228615864,0.9980350593205118,-0.0007473599999999747,0.9944557863501488
739,"frozenset({'offerType_Angebot', 'seller_privat', 'abtest_test', 'gearbox_manuell'})",frozenset({'nrOfPictures_0'}),0.3796,1.0,0.3796,1.0,1.0,0.0,inf
740,"frozenset({'nrOfPictures_0', 'abtest_test', 'gearbox_manuell'})","frozenset({'offerType_Angebot', 'seller_privat'})",0.3796,1.0,0.3796,1.0,1.0,0.0,inf
741,"frozenset({'nrOfPictures_0', 'abtest_test', 'seller_privat'})","frozenset({'offerType_Angebot', 'gearbox_manuell'})",0.5144,0.7394,0.3796,0.7379471228615864,0.9980350593205118,-0.0007473599999999747,0.9944557863501488
742,"frozenset({'offerType_Angebot', 'nrOfPictures_0', 'abtest_test'})","frozenset({'seller_privat', 'gearbox_manuell'})",0.5144,0.7394,0.3796,0.7379471228615864,0.9980350593205118,-0.0007473599999999747,0.9944557863501488
743,"frozenset({'seller_privat', 'abtest_test', 'gearbox_manuell'})","frozenset({'offerType_Angebot', 'nrOfPictures_0'})",0.3796,1.0,0.3796,1.0,1.0,0.0,inf
744,"frozenset({'offerType_Angebot', 'abtest_test', 'gearbox_manuell'})","frozenset({'nrOfPictures_0', 'seller_privat'})",0.3796,1.0,0.3796,1.0,1.0,0.0,inf
745,"frozenset({'offerType_Angebot', 'abtest_test', 'seller_privat'})","frozenset({'nrOfPictures_0', 'gearbox_manuell'})",0.5144,0.7394,0.3796,0.7379471228615864,0.9980350593205118,-0.0007473599999999747,0.9944557863501488
746,"frozenset({'nrOfPictures_0', 'abtest_test'})","frozenset({'offerType_Angebot', 'seller_privat', 'gearbox_manuell'})",0.5144,0.7394,0.3796,0.7379471228615864,0.9980350593205118,-0.0007473599999999747,0.9944557863501488
747,"frozenset({'abtest_test', 'gearbox_manuell'})","frozenset({'offerType_Angebot', 'nrOfPictures_0', 'seller_privat'})",0.3796,1.0,0.3796,1.0,1.0,0.0,inf
748,"frozenset({'abtest_test', 'seller_privat'})","frozenset({'offerType_Angebot', 'nrOfPictures_0', 'gearbox_manuell'})",0.5144,0.7394,0.3796,0.7379471228615864,0.9980350593205118,-0.0007473599999999747,0.9944557863501488
749,"frozenset({'offerType_Angebot', 'abtest_test'})","frozenset({'seller_privat', 'nrOfPictures_0', 'gearbox_manuell'})",0.5144,0.7394,0.3796,0.7379471228615864,0.9980350593205118,-0.0007473599999999747,0.9944557863501488
750,frozenset({'abtest_test'}),"frozenset({'offerType_Angebot', 'seller_privat', 'nrOfPictures_0', 'gearbox_manuell'})",0.5144,0.7394,0.3796,0.7379471228615864,0.9980350593205118,-0.0007473599999999747,0.9944557863501488
751,"frozenset({'nrOfPictures_0', 'abtest_test', 'seller_privat', 'kilometer_150000'})",frozenset({'offerType_Angebot'}),0.3302,1.0,0.3302,1.0,1.0,0.0,inf
752,"frozenset({'offerType_Angebot', 'nrOfPictures_0', 'abtest_test', 'seller_privat'})",frozenset({'kilometer_150000'}),0.5144,0.64,0.3302,0.6419129082426128,1.0029889191290826,0.0009839999999999849,1.0053420195439742
753,"frozenset({'offerType_Angebot', 'nrOfPictures_0', 'abtest_test', 'kilometer_150000'})",frozenset({'seller_privat'}),0.3302,1.0,0.3302,1.0,1.0,0.0,inf
754,"frozenset({'offerType_Angebot', 'abtest_test', 'seller_privat', 'kilometer_150000'})",frozenset({'nrOfPictures_0'}),0.3302,1.0,0.3302,1.0,1.0,0.0,inf
755,"frozenset({'nrOfPictures_0', 'abtest_test', 'seller_privat'})","frozenset({'offerType_Angebot', 'kilometer_150000'})",0.5144,0.64,0.3302,0.6419129082426128,1.0029889191290826,0.0009839999999999849,1.0053420195439742
756,"frozenset({'nrOfPictures_0', 'abtest_test', 'kilometer_150000'})","frozenset({'offerType_Angebot', 'seller_privat'})",0.3302,1.0,0.3302,1.0,1.0,0.0,inf
757,"frozenset({'offerType_Angebot', 'nrOfPictures_0', 'abtest_test'})","frozenset({'seller_privat', 'kilometer_150000'})",0.5144,0.64,0.3302,0.6419129082426128,1.0029889191290826,0.0009839999999999849,1.0053420195439742
758,"frozenset({'abtest_test', 'seller_privat', 'kilometer_150000'})","frozenset({'offerType_Angebot', 'nrOfPictures_0'})",0.3302,1.0,0.3302,1.0,1.0,0.0,inf
759,"frozenset({'offerType_Angebot', 'abtest_test', 'seller_privat'})","frozenset({'nrOfPictures_0', 'kilometer_150000'})",0.5144,0.64,0.3302,0.6419129082426128,1.0029889191290826,0.0009839999999999849,1.0053420195439742
760,"frozenset({'offerType_Angebot', 'abtest_test', 'kilometer_150000'})","frozenset({'nrOfPictures_0', 'seller_privat'})",0.3302,1.0,0.3302,1.0,1.0,0.0,inf
761,"frozenset({'nrOfPictures_0', 'abtest_test'})","frozenset({'offerType_Angebot', 'seller_privat', 'kilometer_150000'})",0.5144,0.64,0.3302,0.6419129082426128,1.0029889191290826,0.0009839999999999849,1.0053420195439742
762,"frozenset({'abtest_test', 'seller_privat'})","frozenset({'offerType_Angebot', 'nrOfPictures_0', 'kilometer_150000'})",0.5144,0.64,0.3302,0.6419129082426128,1.0029889191290826,0.0009839999999999849,1.0053420195439742
763,"frozenset({'abtest_test', 'kilometer_150000'})","frozenset({'offerType_Angebot', 'nrOfPictures_0', 'seller_privat'})",0.3302,1.0,0.3302,1.0,1.0,0.0,inf
764,"frozenset({'offerType_Angebot', 'abtest_test'})","frozenset({'nrOfPictures_0', 'seller_privat', 'kilometer_150000'})",0.5144,0.64,0.3302,0.6419129082426128,1.0029889191290826,0.0009839999999999849,1.0053420195439742
765,frozenset({'abtest_test'}),"frozenset({'offerType_Angebot', 'nrOfPictures_0', 'seller_privat', 'kilometer_150000'})",0.5144,0.64,0.3302,0.6419129082426128,1.0029889191290826,0.0009839999999999849,1.0053420195439742
766,"frozenset({'nrOfPictures_0', 'abtest_test', 'seller_privat', 'fuelType_benzin'})",frozenset({'offerType_Angebot'}),0.3096,1.0,0.3096,1.0,1.0,0.0,inf
767,"frozenset({'offerType_Angebot', 'nrOfPictures_0', 'abtest_test', 'fuelType_benzin'})",frozenset({'seller_privat'}),0.3096,1.0,0.3096,1.0,1.0,0.0,inf
768,"frozenset({'offerType_Angebot', 'abtest_test', 'seller_privat', 'fuelType_benzin'})",frozenset({'nrOfPictures_0'}),0.3096,1.0,0.3096,1.0,1.0,0.0,inf
769,"frozenset({'offerType_Angebot', 'nrOfPictures_0', 'abtest_test', 'seller_privat'})",frozenset({'fuelType_benzin'}),0.5144,0.5964,0.3096,0.6018662519440124,1.0091654123809732,0.00281184000000001,1.0137296875
770,"frozenset({'nrOfPictures_0', 'abtest_test', 'fuelType_benzin'})","frozenset({'offerType_Angebot', 'seller_privat'})",0.3096,1.0,0.3096,1.0,1.0,0.0,inf
771,"frozenset({'abtest_test', 'seller_privat', 'fuelType_benzin'})","frozenset({'offerType_Angebot', 'nrOfPictures_0'})",0.3096,1.0,0.3096,1.0,1.0,0.0,inf
772,"frozenset({'offerType_Angebot', 'abtest_test', 'fuelType_benzin'})","frozenset({'nrOfPictures_0', 'seller_privat'})",0.3096,1.0,0.3096,1.0,1.0,0.0,inf
773,"frozenset({'nrOfPictures_0', 'abtest_test', 'seller_privat'})","frozenset({'offerType_Angebot', 'fuelType_benzin'})",0.5144,0.5964,0.3096,0.6018662519440124,1.0091654123809732,0.00281184000000001,1.0137296875
774,"frozenset({'offerType_Angebot', 'nrOfPictures_0', 'abtest_test'})","frozenset({'seller_privat', 'fuelType_benzin'})",0.5144,0.5964,0.3096,0.6018662519440124,1.0091654123809732,0.00281184000000001,1.0137296875
775,"frozenset({'offerType_Angebot', 'abtest_test', 'seller_privat'})","frozenset({'nrOfPictures_0', 'fuelType_benzin'})",0.5144,0.5964,0.3096,0.6018662519440124,1.0091654123809732,0.00281184000000001,1.0137296875
776,"frozenset({'abtest_test', 'fuelType_benzin'})","frozenset({'offerType_Angebot', 'nrOfPictures_0', 'seller_privat'})",0.3096,1.0,0.3096,1.0,1.0,0.0,inf
777,"frozenset({'nrOfPictures_0', 'abtest_test'})","frozenset({'offerType_Angebot', 'seller_privat', 'fuelType_benzin'})",0.5144,0.5964,0.3096,0.6018662519440124,1.0091654123809732,0.00281184000000001,1.0137296875
778,"frozenset({'abtest_test', 'seller_privat'})","frozenset({'offerType_Angebot', 'nrOfPictures_0', 'fuelType_benzin'})",0.5144,0.5964,0.3096,0.6018662519440124,1.0091654123809732,0.00281184000000001,1.0137296875
779,"frozenset({'offerType_Angebot', 'abtest_test'})","frozenset({'nrOfPictures_0', 'seller_privat', 'fuelType_benzin'})",0.5144,0.5964,0.3096,0.6018662519440124,1.0091654123809732,0.00281184000000001,1.0137296875
780,frozenset({'abtest_test'}),"frozenset({'offerType_Angebot', 'nrOfPictures_0', 'seller_privat', 'fuelType_benzin'})",0.5144,0.5964,0.3096,0.6018662519440124,1.0091654123809732,0.00281184000000001,1.0137296875
781,"frozenset({'notRepairedDamage_nein', 'nrOfPictures_0', 'abtest_test', 'seller_privat'})",frozenset({'offerType_Angebot'}),0.3632,1.0,0.3632,1.0,1.0,0.0,inf
782,"frozenset({'notRepairedDamage_nein', 'nrOfPictures_0', 'abtest_test', 'offerType_Angebot'})",frozenset({'seller_privat'}),0.3632,1.0,0.3632,1.0,1.0,0.0,inf
783,"frozenset({'notRepairedDamage_nein', 'abtest_test', 'offerType_Angebot', 'seller_privat'})",frozenset({'nrOfPictures_0'}),0.3632,1.0,0.3632,1.0,1.0,0.0,inf
784,"frozenset({'offerType_Angebot', 'nrOfPictures_0', 'abtest_test', 'seller_privat'})",frozenset({'notRepairedDamage_nein'}),0.5144,0.707,0.3632,0.7060653188180406,0.9986779615530985,-0.00048079999999994794,0.9968201058201064
785,"frozenset({'notRepairedDamage_nein', 'nrOfPictures_0', 'abtest_test'})","frozenset({'offerType_Angebot', 'seller_privat'})",0.3632,1.0,0.3632,1.0,1.0,0.0,inf
786,"frozenset({'notRepairedDamage_nein', 'abtest_test', 'seller_privat'})","frozenset({'offerType_Angebot', 'nrOfPictures_0'})",0.3632,1.0,0.3632,1.0,1.0,0.0,inf
787,"frozenset({'notRepairedDamage_nein', 'abtest_test', 'offerType_Angebot'})","frozenset({'nrOfPictures_0', 'seller_privat'})",0.3632,1.0,0.3632,1.0,1.0,0.0,inf
788,"frozenset({'nrOfPictures_0', 'abtest_test', 'seller_privat'})","frozenset({'notRepairedDamage_nein', 'offerType_Angebot'})",0.5144,0.707,0.3632,0.7060653188180406,0.9986779615530985,-0.00048079999999994794,0.9968201058201064
789,"frozenset({'offerType_Angebot', 'nrOfPictures_0', 'abtest_test'})","frozenset({'notRepairedDamage_nein', 'seller_privat'})",0.5144,0.707,0.3632,0.7060653188180406,0.9986779615530985,-0.00048079999999994794,0.9968201058201064
790,"frozenset({'offerType_Angebot', 'abtest_test', 'seller_privat'})","frozenset({'notRepairedDamage_nein', 'nrOfPictures_0'})",0.5144,0.707,0.3632,0.7060653188180406,0.9986779615530985,-0.00048079999999994794,0.9968201058201064
791,"frozenset({'notRepairedDamage_nein', 'abtest_test'})","frozenset({'offerType_Angebot', 'nrOfPictures_0', 'seller_privat'})",0.3632,1.0,0.3632,1.0,1.0,0.0,inf
792,"frozenset({'nrOfPictures_0', 'abtest_test'})","frozenset({'notRepairedDamage_nein', 'offerType_Angebot', 'seller_privat'})",0.5144,0.707,0.3632,0.7060653188180406,0.9986779615530985,-0.00048079999999994794,0.9968201058201064
793,"frozenset({'abtest_test', 'seller_privat'})","frozenset({'notRepairedDamage_nein', 'nrOfPictures_0', 'offerType_Angebot'})",0.5144,0.707,0.3632,0.7060653188180406,0.9986779615530985,-0.00048079999999994794,0.9968201058201064
794,"frozenset({'offerType_Angebot', 'abtest_test'})","frozenset({'notRepairedDamage_nein', 'nrOfPictures_0', 'seller_privat'})",0.5144,0.707,0.3632,0.7060653188180406,0.9986779615530985,-0.00048079999999994794,0.9968201058201064
795,frozenset({'abtest_test'}),"frozenset({'notRepairedDamage_nein', 'nrOfPictures_0', 'offerType_Angebot', 'seller_privat'})",0.5144,0.707,0.3632,0.7060653188180406,0.9986779615530985,-0.00048079999999994794,0.9968201058201064
796,"frozenset({'notRepairedDamage_nein', 'seller_privat', 'gearbox_manuell', 'kilometer_150000'})",frozenset({'offerType_Angebot'}),0.3172,1.0,0.3172,1.0,1.0,0.0,inf
797,"frozenset({'notRepairedDamage_nein', 'seller_privat', 'offerType_Angebot', 'gearbox_manuell'})",frozenset({'kilometer_150000'}),0.5286,0.64,0.3172,0.6000756715853197,0.937618236852062,-0.02110400000000001,0.900170293282876
798,"frozenset({'notRepairedDamage_nein', 'offerType_Angebot', 'gearbox_manuell', 'kilometer_150000'})",frozenset({'seller_privat'}),0.3172,1.0,0.3172,1.0,1.0,0.0,inf
799,"frozenset({'notRepairedDamage_nein', 'offerType_Angebot', 'seller_privat', 'kilometer_150000'})",frozenset({'gearbox_manuell'}),0.4216,0.7394,0.3172,0.7523719165085389,1.0175438416398956,0.005468960000000023,1.052384674329502
800,"frozenset({'offerType_Angebot', 'seller_privat', 'gearbox_manuell', 'kilometer_150000'})",frozenset({'notRepairedDamage_nein'}),0.4796,0.707,0.3172,0.6613844870725604,0.9354801797348803,-0.02187720000000004,0.8652881773399014
801,"frozenset({'notRepairedDamage_nein', 'seller_privat', 'gearbox_manuell'})","frozenset({'offerType_Angebot', 'kilometer_150000'})",0.5286,0.64,0.3172,0.6000756715853197,0.937618236852062,-0.02110400000000001,0.900170293282876
802,"frozenset({'notRepairedDamage_nein', 'gearbox_manuell', 'kilometer_150000'})","frozenset({'offerType_Angebot', 'seller_privat'})",0.3172,1.0,0.3172,1.0,1.0,0.0,inf
803,"frozenset({'notRepairedDamage_nein', 'offerType_Angebot', 'gearbox_manuell'})","frozenset({'seller_privat', 'kilometer_150000'})",0.5286,0.64,0.3172,0.6000756715853197,0.937618236852062,-0.02110400000000001,0.900170293282876
804,"frozenset({'notRepairedDamage_nein', 'seller_privat', 'kilometer_150000'})","frozenset({'offerType_Angebot', 'gearbox_manuell'})",0.4216,0.7394,0.3172,0.7523719165085389,1.0175438416398956,0.005468960000000023,1.052384674329502
805,"frozenset({'notRepairedDamage_nein', 'offerType_Angebot', 'kilometer_150000'})","frozenset({'seller_privat', 'gearbox_manuell'})",0.4216,0.7394,0.3172,0.7523719165085389,1.0175438416398956,0.005468960000000023,1.052384674329502
806,"frozenset({'seller_privat', 'gearbox_manuell', 'kilometer_150000'})","frozenset({'notRepairedDamage_nein', 'offerType_Angebot'})",0.4796,0.707,0.3172,0.6613844870725604,0.9354801797348803,-0.02187720000000004,0.8652881773399014
807,"frozenset({'offerType_Angebot', 'gearbox_manuell', 'kilometer_150000'})","frozenset({'notRepairedDamage_nein', 'seller_privat'})",0.4796,0.707,0.3172,0.6613844870725604,0.9354801797348803,-0.02187720000000004,0.8652881773399014
808,"frozenset({'notRepairedDamage_nein', 'gearbox_manuell'})","frozenset({'offerType_Angebot', 'seller_privat', 'kilometer_150000'})",0.5286,0.64,0.3172,0.6000756715853197,0.937618236852062,-0.02110400000000001,0.900170293282876
809,"frozenset({'notRepairedDamage_nein', 'kilometer_150000'})","frozenset({'offerType_Angebot', 'seller_privat', 'gearbox_manuell'})",0.4216,0.7394,0.3172,0.7523719165085389,1.0175438416398956,0.005468960000000023,1.052384674329502
810,"frozenset({'gearbox_manuell', 'kilometer_150000'})","frozenset({'notRepairedDamage_nein', 'offerType_Angebot', 'seller_privat'})",0.4796,0.707,0.3172,0.6613844870725604,0.9354801797348803,-0.02187720000000004,0.8652881773399014
811,"frozenset({'seller_privat', 'nrOfPictures_0', 'gearbox_manuell', 'kilometer_150000'})",frozenset({'offerType_Angebot'}),0.4796,1.0,0.4796,1.0,1.0,0.0,inf
812,"frozenset({'offerType_Angebot', 'seller_privat', 'nrOfPictures_0', 'gearbox_manuell'})",frozenset({'kilometer_150000'}),0.7394,0.64,0.4796,0.6486340275899378,1.013490668109278,0.006384000000000056,1.0245727482678983
813,"frozenset({'offerType_Angebot', 'nrOfPictures_0', 'gearbox_manuell', 'kilometer_150000'})",frozenset({'seller_privat'}),0.4796,1.0,0.4796,1.0,1.0,0.0,inf
814,"frozenset({'offerType_Angebot', 'nrOfPictures_0', 'seller_privat', 'kilometer_150000'})",frozenset({'gearbox_manuell'}),0.64,0.7394,0.4796,0.749375,1.013490668109278,0.006384000000000056,1.0398004987531175
815,"frozenset({'offerType_Angebot', 'seller_privat', 'gearbox_manuell', 'kilometer_150000'})",frozenset({'nrOfPictures_0'}),0.4796,1.0,0.4796,1.0,1.0,0.0,inf
816,"frozenset({'seller_privat', 'nrOfPictures_0', 'gearbox_manuell'})","frozenset({'offerType_Angebot', 'kilometer_150000'})",0.7394,0.64,0.4796,0.6486340275899378,1.013490668109278,0.006384000000000056,1.0245727482678983
817,"frozenset({'nrOfPictures_0', 'gearbox_manuell', 'kilometer_150000'})","frozenset({'offerType_Angebot', 'seller_privat'})",0.4796,1.0,0.4796,1.0,1.0,0.0,inf
818,"frozenset({'offerType_Angebot', 'nrOfPictures_0', 'gearbox_manuell'})","frozenset({'seller_privat', 'kilometer_150000'})",0.7394,0.64,0.4796,0.6486340275899378,1.013490668109278,0.006384000000000056,1.0245727482678983
819,"frozenset({'nrOfPictures_0', 'seller_privat', 'kilometer_150000'})","frozenset({'offerType_Angebot', 'gearbox_manuell'})",0.64,0.7394,0.4796,0.749375,1.013490668109278,0.006384000000000056,1.0398004987531175
820,"frozenset({'offerType_Angebot', 'nrOfPictures_0', 'kilometer_150000'})","frozenset({'seller_privat', 'gearbox_manuell'})",0.64,0.7394,0.4796,0.749375,1.013490668109278,0.006384000000000056,1.0398004987531175
821,"frozenset({'seller_privat', 'gearbox_manuell', 'kilometer_150000'})","frozenset({'offerType_Angebot', 'nrOfPictures_0'})",0.4796,1.0,0.4796,1.0,1.0,0.0,inf
822,"frozenset({'offerType_Angebot', 'seller_privat', 'gearbox_manuell'})","frozenset({'nrOfPictures_0', 'kilometer_150000'})",0.7394,0.64,0.4796,0.6486340275899378,1.013490668109278,0.006384000000000056,1.0245727482678983
823,"frozenset({'offerType_Angebot', 'gearbox_manuell', 'kilometer_150000'})","frozenset({'nrOfPictures_0', 'seller_privat'})",0.4796,1.0,0.4796,1.0,1.0,0.0,inf
824,"frozenset({'offerType_Angebot', 'seller_privat', 'kilometer_150000'})","frozenset({'nrOfPictures_0', 'gearbox_manuell'})",0.64,0.7394,0.4796,0.749375,1.013490668109278,0.006384000000000056,1.0398004987531175
825,"frozenset({'nrOfPictures_0', 'gearbox_manuell'})","frozenset({'offerType_Angebot', 'seller_privat', 'kilometer_150000'})",0.7394,0.64,0.4796,0.6486340275899378,1.013490668109278,0.006384000000000056,1.0245727482678983
826,"frozenset({'nrOfPictures_0', 'kilometer_150000'})","frozenset({'offerType_Angebot', 'seller_privat', 'gearbox_manuell'})",0.64,0.7394,0.4796,0.749375,1.013490668109278,0.006384000000000056,1.0398004987531175
827,"frozenset({'seller_privat', 'gearbox_manuell'})","frozenset({'offerType_Angebot', 'nrOfPictures_0', 'kilometer_150000'})",0.7394,0.64,0.4796,0.6486340275899378,1.013490668109278,0.006384000000000056,1.0245727482678983
828,"frozenset({'gearbox_manuell', 'kilometer_150000'})","frozenset({'offerType_Angebot', 'nrOfPictures_0', 'seller_privat'})",0.4796,1.0,0.4796,1.0,1.0,0.0,inf
829,"frozenset({'offerType_Angebot', 'gearbox_manuell'})","frozenset({'nrOfPictures_0', 'seller_privat', 'kilometer_150000'})",0.7394,0.64,0.4796,0.6486340275899378,1.013490668109278,0.006384000000000056,1.0245727482678983
830,"frozenset({'seller_privat', 'kilometer_150000'})","frozenset({'offerType_Angebot', 'nrOfPictures_0', 'gearbox_manuell'})",0.64,0.7394,0.4796,0.749375,1.013490668109278,0.006384000000000056,1.0398004987531175
